ICD_CODE,NAME
66444,"Unspecified perineal laceration, postpartum condition or complication"
6645,*Vulval and perineal hematoma
66450,"Vulval and perineal hematoma, unspecified as to episode of care or not applicable"
66451,"Vulval and perineal hematoma, delivered, with or without mention of antepartum condition"
66454,"Vulval and perineal hematoma, postpartum condition or complication"
6648,*Other specified trauma to perineum and vulva
66480,"Other specified trauma to perineum and vulva, unspecified as to episode of care or not applicable"
66481,"Other specified trauma to perineum and vulva, delivered, with or without mention of antepartum condition"
66484,"Other specified trauma to perineum and vulva, postpartum condition or complication"
6649,*Unspecified trauma to perineum and vulva
66490,"Unspecified trauma to perineum and vulva, unspecified as to episode of care or not applicable"
66491,"Unspecified trauma to perineum and vulva, delivered, with or without mention of antepartum condition"
66494,"Unspecified trauma to perineum and vulva, postpartum condition or complication"
665,*Other obstetrical trauma
6650,*Rupture of uterus before onset of labor
66500,"Rupture of uterus before onset of labor, unspecified as to episode of care or not applicable"
66501,"Rupture of uterus before onset of labor, delivered, with or without mention of antepartum condition"
66503,"Rupture of uterus before onset of labor, antepartum condition or complication"
6651,*Rupture of uterus during labor
66510,"Rupture of uterus during labor, unspecified as to episode of care or not applicable"
66511,"Rupture of uterus during labor, delivered, with or without mention of antepartum condition"
6652,*Inversion of uterus
66520,"Inversion of uterus, unspecified as to episode of care or not applicable"
66522,"Inversion of uterus, delivered, with mention of postpartum complication"
66524,"Inversion of uterus, postpartum condition or complication"
6653,*Laceration of cervix
66530,"Laceration of cervix, unspecified as to episode of care or not applicable"
66531,"Laceration of cervix, delivered, with or without mention of antepartum condition"
66534,"Laceration of cervix, postpartum condition or complication"
6654,*High vaginal laceration
66540,"High vaginal laceration, unspecified as to episode of care or not applicable"
66541,"High vaginal laceration, delivered, with or without mention of antepartum condition"
66544,"High vaginal laceration, postpartum condition or complication"
6655,*Other injury to pelvic organs
66550,"Other injury to pelvic organs, unspecified as to episode of care or not applicable"
66551,"Other injury to pelvic organs, delivered, with or without mention of antepartum condition"
66554,"Other injury to pelvic organs, postpartum condition or complication"
6656,*Damage to pelvic joints and ligaments
66560,"Damage to pelvic joints and ligaments, unspecified as to episode of care or not applicable"
66561,"Damage to pelvic joints amd ligaments, delivered, with or without mention of antepartum condition"
66564,"Damage to pelvic joints and ligaments, postpartum condition or complication"
6657,*Pelvic hematoma
66570,"Pelvic hematoma, unspecified as to episode of care or not applicable"
66571,"Pelvic hematoma, delivered, with or without mention of antepartum condition"
66572,"Pelvic hematoma, delivered, with mention of postpartum complication"
66574,"Pelvic hematoma, postpartum condition or complication"
6658,*Other specified obstetrical trauma
66580,"Other specified obstetrical trauma, unspecified as to episode of care or not applicable"
66581,"Other specified obstetrical trauma, delivered, with or without mention of antepartum condition"
66582,"Other specified obstetrical trauma, delivered, with mention of postpartum complication"
66583,"Other specified obstetrical trauma, antepartum condition or complication"
66584,"Other specified obstetrical trauma, postpartum condition or complication"
6659,*Unspecified obstetrical trauma
66590,"Unspecified obstetrical trauma,unspecified as to episode of care or not applicable"
66591,"Unspecified obstetrical trauma, delivered, with or without mention of antepartum condition"
66592,"Unspecified obstetrical trauma, delivered, with mention of postpartum complication"
66593,"Unspecified obstetrical trauma, antepartum condition or complication"
66594,"Unspecified obstetrical trauma, postpartum condition or complication"
666,*Postpartum hemorrhage
6660,*Third-stage hemorrhage
66600,"Third-stage hemorrhage, unspecified as to episode of care or not applicable"
66602,"Thire-stage hemorrhage, delivered, with mention of postpartum complication"
66604,"Third-stage hemorrhage, postpartum condition or complication"
6661,*Other immediate postpartum hemorrhage
66610,"Other immediate postpartum hemorrhage, unspecified as to episode of care or not applicable"
66612,"Other immediate postpartum hemorrhage,delivered, with mention of postpartum complication"
66614,"Other immediate postpartum hemorrhage,postpartum condition or complication"
